sim_time_us,node_id,event,detail
1250632,5,DIS_TX,
1258768,12,DIS_TX,
1263916,8,DIS_TX,
1272890,23,DIS_TX,
1284217,13,DIS_TX,
1288025,16,DIS_TX,
1309235,25,DIS_TX,
1318767,19,DIS_TX,
1370727,32,DIS_TX,
1375278,38,DIS_TX,
1410318,34,DIS_TX,
1419535,7,DIS_TX,
1436599,27,DIS_TX,
1504185,21,DIS_TX,
1570149,36,DIS_TX,
1614467,39,DIS_TX,
1698069,3,DIS_TX,
1723305,22,DIS_TX,
1754186,11,DIS_TX,
1769645,14,DIS_TX,
1833569,26,DIS_TX,
1842672,41,DIS_TX,
1847186,17,DIS_TX,
1890767,33,DIS_TX,
1910008,10,DIS_TX,
1955176,6,DIS_TX,
2041977,35,DIS_TX,
2060967,30,DIS_TX,
2073743,18,DIS_TX,
2084153,9,DIS_TX,
2085393,15,DIS_TX,
2087577,4,DIS_TX,
2093967,2,DIS_TX,
2109551,20,DIS_TX,
2111812,29,DIS_TX,
2114895,37,DIS_TX,
2127720,31,DIS_TX,
2150826,28,DIS_TX,
2175158,24,DIS_TX,
2177235,40,DIS_TX,
4560342,1,DIO_TX,rank=256
4663674,20,DIO_RX,from=0x1
4663676,38,DIO_RX,from=0x1
4663684,30,DIO_RX,from=0x1
4663725,22,DIO_RX,from=0x1
4663726,34,DIO_RX,from=0x1
4712970,20,NBR_ADD,0x1
4712998,30,NBR_ADD,0x1
4713018,22,NBR_ADD,0x1
4713021,38,NBR_ADD,0x1
4713076,34,NBR_ADD,0x1
8095376,20,DIO_TX,rank=512
8316604,20,DAO_TX,seq=241
8679642,30,DIO_TX,rank=512
8681525,38,DIO_TX,rank=512
8685315,34,DIO_TX,rank=512
8685802,22,DIO_TX,rank=512
9451258,30,DAO_TX,seq=241
9453150,38,DAO_TX,seq=241
9456929,34,DAO_TX,seq=241
9457417,22,DAO_TX,seq=241
10483534,20,DIO_RX,from=0x22
10483641,1,DIO_RX,from=0x22
10540469,1,NBR_ADD,0x22
10544986,20,NBR_ADD,0x22
10589109,20,RANK,512
11117210,1,DAO_RX,from=0x22
11357120,1,DIO_TX,rank=256
12059540,1,DAO_RX,from=0x1e
12099270,1,NBR_ADD,0x1e
12853901,34,DIO_RX,from=0x14
12853943,1,DIO_RX,from=0x14
12854012,38,DIO_RX,from=0x14
12903960,1,NBR_ADD,0x14
12910997,34,NBR_ADD,0x14
12911276,38,NBR_ADD,0x14
12955112,34,RANK,512
12955681,38,RANK,512
13047098,30,DIO_TX,rank=512
13201338,34,DIO_TX,rank=640
13201375,22,DIO_TX,rank=512
13205827,38,DIO_TX,rank=640
13483935,30,DIO_RX,from=0x26
13484043,20,DIO_RX,from=0x26
13484057,1,DIO_RX,from=0x26
13533984,1,NBR_ADD,0x26
13540994,30,NBR_ADD,0x26
13541340,20,NBR_ADD,0x26
13585062,30,RANK,640
13585927,20,RANK,640
13599947,20,DIO_TX,rank=640
14117607,1,DAO_RX,from=0x26
16949148,1,DIO_RX,from=0x16
16999530,1,NBR_ADD,0x16
21826610,38,DIS_TX,
26825899,1,DIO_TX,rank=256
26999911,30,DIO_TX,rank=640
27005574,34,DIO_TX,rank=640
27884617,38,DIO_TX,rank=640
30912312,22,DIO_TX,rank=512
30967599,1,DIO_RX,from=0x16
31298449,20,DIO_TX,rank=512
31439381,34,DIO_RX,from=0x14
31439422,38,DIO_RX,from=0x14
31446835,1,DIO_RX,from=0x14
31514787,34,RANK,512
31514984,38,RANK,512
31945667,38,DIO_TX,rank=512
32069327,20,DIO_RX,from=0x26
32069359,1,DIO_RX,from=0x26
32069393,30,DIO_RX,from=0x26
32138775,30,RANK,512
32138992,20,RANK,512
32677450,34,DIO_TX,rank=512
36842000,22,DIO_TX,rank=512
36947606,1,DIO_RX,from=0x16
37007682,30,DIO_TX,rank=512
37109436,38,DIO_RX,from=0x1e
37109542,1,DIO_RX,from=0x1e
37166635,38,NBR_ADD,0x1e
37210814,38,RANK,512
39048449,20,DIO_TX,rank=512
39149071,38,DIO_RX,from=0x14
39149911,34,DIO_RX,from=0x14
39152483,1,DIO_RX,from=0x14
39228860,38,RANK,512
39232474,34,RANK,512
41165848,38,DIO_TX,rank=512
41204424,20,DIO_RX,from=0x26
41204562,30,DIO_RX,from=0x26
41211700,1,DIO_RX,from=0x26
41279978,30,RANK,512
41280053,20,RANK,512
42747762,34,DIO_TX,rank=512
42779156,20,DIO_RX,from=0x22
42779457,1,DIO_RX,from=0x22
42854541,20,RANK,512
44660309,30,DIO_TX,rank=512
44819091,38,DIO_RX,from=0x1e
44822666,1,DIO_RX,from=0x1e
44901507,38,RANK,512
52422423,1,DIO_TX,rank=256
52544144,20,DIO_RX,from=0x1
52544230,22,DIO_RX,from=0x1
52544272,30,DIO_RX,from=0x1
52544273,34,DIO_RX,from=0x1
52544644,38,DIO_RX,from=0x1
52619210,20,RANK,256
52619333,34,RANK,256
52619395,22,RANK,256
52619401,30,RANK,256
52619700,38,RANK,256
53073729,1,DIO_RX,from=0x16
53099350,34,DIO_TX,rank=512
53328431,38,DIO_RX,from=0x1e
53407841,38,RANK,512
53493535,20,DIO_RX,from=0x22
53568891,20,RANK,512
53650237,38,DIO_TX,rank=512
54427577,20,DIO_TX,rank=512
54579621,22,DIO_TX,rank=512
54584190,38,DIO_RX,from=0x14
54584962,34,DIO_RX,from=0x14
54587608,1,DIO_RX,from=0x14
54663896,38,RANK,512
54664769,34,RANK,512
54749560,1,DIO_RX,from=0x16
54779363,30,DAO_TX,seq=242
54793325,22,DAO_TX,seq=242
54962784,1,DAO_RX,from=0x16
55251066,1,DAO_RX,from=0x1e
55276492,38,DAO_TX,seq=242
55343662,30,DIO_TX,rank=512
55371600,1,DAO_RX,from=0x26
55698904,30,DIO_RX,from=0x26
55738118,34,DAO_TX,seq=242
55774241,30,RANK,512
55866022,1,DAO_RX,from=0x22
57588891,34,DIO_RX,from=0x14
57656022,20,DAO_TX,seq=242
57664284,34,RANK,512
57692531,1,DAO_RX,from=0x14
61250622,5,DIS_TX,
61258758,12,DIS_TX,
61263968,8,DIS_TX,
61272942,23,DIS_TX,
61284207,13,DIS_TX,
61288015,16,DIS_TX,
61309225,25,DIS_TX,
61318757,19,DIS_TX,
61370717,32,DIS_TX,
61419525,7,DIS_TX,
61436589,27,DIS_TX,
61504175,21,DIS_TX,
61570139,36,DIS_TX,
61614457,39,DIS_TX,
61698059,3,DIS_TX,
61754176,11,DIS_TX,
61769635,14,DIS_TX,
61833621,26,DIS_TX,
61842662,41,DIS_TX,
61847176,17,DIS_TX,
61890757,33,DIS_TX,
61909998,10,DIS_TX,
61955166,6,DIS_TX,
62041967,35,DIS_TX,
62046787,30,DIO_TX,rank=512
62048667,38,DIO_TX,rank=512
62073733,18,DIS_TX,
62084205,9,DIS_TX,
62085529,15,DIS_TX,
62087567,4,DIS_TX,
62093957,2,DIS_TX,
62111802,29,DIS_TX,
62114885,37,DIS_TX,
62127710,31,DIS_TX,
62150878,28,DIS_TX,
62175210,24,DIS_TX,
62177225,40,DIS_TX,
68423660,38,DIO_TX,rank=512
68609564,15,DIO_RX,from=0x26
68609641,20,DIO_RX,from=0x26
68609760,30,DIO_RX,from=0x26
68609785,1,DIO_RX,from=0x26
68659274,15,NBR_ADD,0x26
68685115,30,RANK,512
68685317,20,RANK,512
69359287,30,DIO_TX,rank=512
69389247,15,DIO_RX,from=0x1e
69389282,38,DIO_RX,from=0x1e
69392858,1,DIO_RX,from=0x1e
69454041,15,NBR_ADD,0x1e
69472130,38,RANK,512
69498145,15,RANK,512
71276295,15,DIO_TX,rank=896
72074861,38,DIO_RX,from=0xf
72074985,30,DIO_RX,from=0xf
72132060,30,NBR_ADD,0xf
72132209,38,NBR_ADD,0xf
72176472,30,RANK,896
72177109,38,RANK,896
72436871,15,DAO_TX,seq=241
72708028,38,DAO_RX,from=0xf
73011876,1,DAO_RX,from=0x26
77555617,15,DIO_TX,rank=896
77744819,30,DIO_RX,from=0xf
77744918,38,DIO_RX,from=0xf
77820433,30,RANK,896
77820787,38,RANK,896
79931917,20,DIO_TX,rank=512
80099409,38,DIO_RX,from=0x14
80100178,34,DIO_RX,from=0x14
80102807,1,DIO_RX,from=0x14
80179120,38,RANK,512
80182725,34,RANK,512
81218662,30,DIO_TX,rank=512
81220535,38,DIO_TX,rank=512
82430617,15,DIO_TX,rank=768
82469818,30,DIO_RX,from=0xf
82469911,38,DIO_RX,from=0xf
82539393,30,RANK,768
82539782,38,RANK,768
86529526,22,DIO_TX,rank=512
86564936,1,DIO_RX,from=0x16
87978684,30,DIO_RX,from=0x26
88039160,1,DIO_RX,from=0x16
88062696,30,RANK,512
88997800,34,DIO_TX,rank=512
89047837,15,DIO_TX,rank=768
103180650,15,DIO_TX,rank=768
103260006,30,DIO_RX,from=0xf
103260403,38,DIO_RX,from=0xf
103335663,30,RANK,768
103336272,38,RANK,768
104830808,38,DIO_TX,rank=512
104984536,15,DIO_RX,from=0x26
104984563,30,DIO_RX,from=0x26
104984610,20,DIO_RX,from=0x26
104987993,1,DIO_RX,from=0x26
105063669,15,RANK,512
105064708,20,RANK,512
105070163,30,RANK,512
107044261,30,DIO_RX,from=0xf
107119942,30,RANK,768
114296794,30,DIO_TX,rank=512
114434617,15,DIO_RX,from=0x1e
114434671,38,DIO_RX,from=0x1e
114438211,1,DIO_RX,from=0x1e
114517093,38,RANK,512
114517381,15,RANK,512
115383929,20,DIO_RX,from=0x22
115463683,20,RANK,512
118700876,1,DIO_TX,rank=256
118844288,30,DIO_RX,from=0x1
118844334,20,DIO_RX,from=0x1
118844334,38,DIO_RX,from=0x1
118844343,22,DIO_RX,from=0x1
118845149,34,DIO_RX,from=0x1
118923505,38,RANK,256
118923757,20,RANK,256
118924527,22,RANK,256
118924538,34,RANK,256
118924638,30,RANK,256
121250622,5,DIS_TX,
121258758,12,DIS_TX,
121263991,8,DIS_TX,
121272965,23,DIS_TX,
121284207,13,DIS_TX,
121288015,16,DIS_TX,
121309225,25,DIS_TX,
121318757,19,DIS_TX,
121370717,32,DIS_TX,
121419525,7,DIS_TX,
121436589,27,DIS_TX,
121504175,21,DIS_TX,
121570139,36,DIS_TX,
121614457,39,DIS_TX,
121698059,3,DIS_TX,
121754176,11,DIS_TX,
121769635,14,DIS_TX,
121833621,26,DIS_TX,
121842662,41,DIS_TX,
121847238,17,DIS_TX,
121890757,33,DIS_TX,
121909998,10,DIS_TX,
121955166,6,DIS_TX,
122041967,35,DIS_TX,
122073733,18,DIS_TX,
122084205,9,DIS_TX,
122087567,4,DIS_TX,
122094019,2,DIS_TX,
122111802,29,DIS_TX,
122114885,37,DIS_TX,
122127710,31,DIS_TX,
122150878,28,DIS_TX,
122175210,24,DIS_TX,
122177225,40,DIS_TX,
123394882,22,DAO_TX,seq=243
123398215,20,DAO_TX,seq=243
123527888,1,DAO_RX,from=0x14
123633287,1,DAO_RX,from=0x16
123945505,34,DAO_TX,seq=243
123982488,30,DAO_TX,seq=243
124227910,1,DAO_RX,from=0x22
124277882,1,DAO_RX,from=0x1e
124789055,38,DAO_TX,seq=244
124794155,20,DIO_TX,rank=512
124829750,38,DIO_RX,from=0x14
124830419,34,DIO_RX,from=0x14
124833146,1,DIO_RX,from=0x14
124910154,34,RANK,512
124913001,38,RANK,512
124987299,1,DAO_RX,from=0x26
131614252,34,DIO_RX,from=0x14
131689622,34,RANK,512
135360365,15,DIO_TX,rank=768
135389996,30,DIO_RX,from=0xf
135390112,38,DIO_RX,from=0xf
135465604,30,RANK,768
135466030,38,RANK,768
135853384,38,DIO_TX,rank=512
136020117,28,DIO_RX,from=0x26
136020188,20,DIO_RX,from=0x26
136020263,15,DIO_RX,from=0x26
136020307,30,DIO_RX,from=0x26
136023714,1,DIO_RX,from=0x26
136069712,28,NBR_ADD,0x26
136095323,15,RANK,512
