sim_time_us,node_id,seq
11736925,30,0
12416432,22,0
12422012,34,0
12515199,20,0
12542699,38,0
27307211,30,1
27671355,20,1
27986708,22,1
28250837,38,1
28347524,34,1
41971244,30,2
42174194,22,2
42226034,20,2
43292635,38,2
44046961,34,2
57119517,22,3
57326646,30,3
57490057,20,3
58124974,38,3
58992284,34,3
71361904,30,4
71752339,22,4
73382352,20,4
73478763,9,0
73699504,38,4
74726670,34,4
85892944,22,5
85932187,30,5
87627130,9,1
88222313,38,5
88655740,20,5
90258314,34,5
99939820,22,6
100447822,30,6
102478702,9,2
102573876,38,6
103663573,20,6
104443121,31,0
104539144,34,6
114791557,30,7
115877346,22,7
117470880,9,3
118198889,38,7
119138383,31,1
119460451,20,7
119687581,34,7
130488141,30,8
131572662,22,8
133080285,9,4
133112979,38,8
133521215,31,2
134562030,20,8
134586065,34,8
145300807,30,9
145870344,22,9
148447442,9,5
148489946,31,3
148495745,38,9
150022937,20,9
150336486,34,9
161043474,30,10
161572792,22,10
162683390,38,10
162804672,17,0
163588101,9,6
164477391,31,4
165710567,20,10
165855916,34,10
175604022,22,11
176249123,30,11
177909948,38,11
178257802,17,1
178939625,9,7
180325883,31,5
180508764,34,11
181444949,20,11
190385302,22,12
191912036,30,12
192667785,38,12
193111525,9,8
193953144,17,2
195340548,34,12
195530876,20,12
196290534,31,6
205916522,22,13
206885452,30,13
207681813,9,9
207909948,38,13
209093782,17,3
209520783,2,0
209579133,20,13
209716655,12,0
210187721,34,13
211998993,31,7
220190371,22,14
222057322,30,14
223498718,9,10
223581828,38,14
224277405,34,14
224305568,2,1
224367200,17,4
224826030,12,1
225187116,20,14
227458716,31,8
235096210,22,15
237565134,30,15
238144323,38,15
238554909,34,15
238783520,9,11
239254458,2,2
239654170,12,2
240367181,17,5
241180258,20,15
241614965,31,9
249650936,22,16
250828709,19,0
251586129,28,0
251633522,15,0
252760481,30,16
252799924,9,12
253703391,34,16
254027190,38,16
254832857,2,3
254865127,12,3
255046907,17,6
255947576,31,10
256687127,20,16
263916522,22,17
266688014,19,1
267015746,28,1
267063139,15,1
267072952,30,17
267447578,9,13
269060410,12,4
269183386,38,17
269310842,17,7
269684201,34,17
270365095,31,11
270368088,2,4
272679299,20,17
278611830,22,18
281046996,28,2
281227202,15,2
281635696,19,2
281752639,30,18
282322604,9,14
282876224,21,0
283562493,17,8
284054497,38,18
284091661,12,5
284380720,31,12
284633039,34,18
285164938,2,5
288101189,20,18
292830580,22,19
295594399,15,3
296377266,9,15
296437631,28,3
296721983,30,19
297547422,19,3
298562493,17,9
298672125,21,1
299074026,38,19
299226784,34,19
299529160,12,6
299954006,2,6
300236025,31,13
303593386,20,19
307393115,22,20
310031909,15,4
310429162,23,0
310729090,37,0
311026477,39,0
311056997,9,16
311096431,30,20
311968891,28,4
312070847,19,4
313230285,38,20
314050823,21,2
314313567,17,10
314371880,2,7
314599523,12,7
314937766,34,20
316130731,31,14
318835554,20,20
322760282,22,21
325130857,9,17
325625649,15,5
325650895,37,1
325983780,23,1
326250540,19,5
326526072,30,21
326604532,39,1
326859506,28,5
327425573,38,21
328187761,21,3
329031486,34,21
329173686,12,8
329513292,17,11
330224471,31,15
330368088,2,8
333163679,20,21
338670849,22,22
338840995,18,0
338895024,29,0
339822592,9,18
339852197,15,6
340924854,39,2
341159612,37,2
341640030,23,2
341802803,19,6
341886650,30,22
342484491,28,6
343050577,38,22
343476799,34,22
343844011,21,4
344093903,17,12
344338193,12,9
344371379,31,16
346204000,2,9
347905861,20,22
352980911,29,1
353549330,22,23
354108721,26,0
354489433,18,1
354856456,15,7
355086619,9,19
355490483,39,3
356132227,23,3
356362444,30,23
356611833,37,3
357290701,19,7
357292765,38,23
357398559,28,7
358937761,21,5
359312726,34,23
359562643,17,13
359982274,31,17
360294925,12,10
361313531,2,10
363077752,20,23
368285705,26,1
368398733,29,2
368973823,18,2
369314989,22,24
370108096,9,20
370360068,15,8
370654298,16,0
370806213,39,4
370925401,23,4
371699304,28,8
371945846,19,8
372159992,38,24
372301248,30,24
372541550,37,4
373589828,21,6
374750150,17,14
374974643,12,11
375195581,34,24
375555574,31,18
376876022,2,11
377812126,20,24
383880087,18,3
384019994,29,3
384057143,22,25
384261186,26,2
384424140,9,21
384899100,15,9
385460352,23,5
386289194,28,9
386521410,16,1
386651407,39,5
386829156,7,0
387305477,19,9
387498790,37,5
387529256,38,25
387580759,30,25
388461188,21,7
389319310,12,12
389414284,34,25
389865081,31,19
390468900,17,15
391903817,2,12
393194929,20,25
398230921,29,4
398526075,22,26
399067588,18,4
399495486,9,22
399706499,26,3
399969533,15,10
400397852,23,6
401613073,38,26
401633069,28,10
401947947,30,26
402081095,39,6
402446293,7,1
402451103,16,2
402957872,19,10
402991078,37,6
403050873,21,8
403960156,31,20
405000130,17,16
405049783,12,13
405289289,34,26
406751021,2,13
408031007,20,26
412769984,29,5
413182148,22,27
414098837,18,5
414104947,26,4
414688294,15,11
414713203,9,23
415458437,10,0
415683386,38,27
415994827,30,27
416132212,23,7
416390887,28,11
416690470,39,7
416821293,7,2
416982353,16,3
417135280,37,7
418560399,31,21
418789716,19,11
418970213,21,9
419054827,17,17
420064225,12,14
420222028,34,27
421352594,2,14
422194949,20,27
428255806,26,5
428332484,29,6
428433675,22,28
428489482,18,6
429027982,15,12
429353863,9,24
429953107,10,1
430456633,23,8
431312803,28,12
431352563,7,3
431448342,39,8
431615409,38,28
431690169,30,28
431821780,16,4
432342675,37,8
433250695,19,12
433454444,21,10
433498033,17,18
433591659,31,22
434377559,34,28
436014822,12,15
436766646,2,15
437882439,20,28
442510267,22,29
443141418,15,13
443160609,29,7
443439771,9,25
443456493,26,6
443934795,18,7
444648040,8,0
444702557,23,9
445565470,39,9
445630261,10,2
446810478,16,5
446833109,7,4
446988460,28,13
447148370,38,29
447662573,30,29
447851719,17,19
447986828,37,9
448328516,21,11
448445539,34,29
448732269,31,23
448930341,19,13
451599608,12,16
452485406,2,16
453530862,20,29
457091963,22,30
457336721,15,14
457964312,26,7
458742699,29,8
459064765,9,26
459130087,18,8
459846855,39,10
460038608,23,10
460398040,8,1
461106843,10,3
461547156,28,14
462093144,38,30
462166713,30,30
462576699,16,6
462625990,7,5
462880731,31,24
463383224,21,12
463580724,37,10
463609500,17,20
464063640,19,14
464140852,34,30
466138675,12,17
466547897,2,17
468722078,20,30
472485158,15,15
472870571,26,8
472957474,29,9
472982759,22,31
473583212,18,9
473619458,9,27
475010932,39,11
475483977,8,2
475568623,23,11
476056695,10,4
476719006,28,15
476856856,38,31
477279227,16,7
477326603,31,25
477477553,7,6
477634147,30,31
478291691,37,11
478734514,17,21
478953352,34,31
478953511,21,13
479555337,19,15
481161778,2,18
481162750,12,18
483866825,20,31
486846689,15,16
486940894,26,9
487677810,9,28
488192009,29,10
488713418,22,32
488942734,18,10
489745327,39,12
490226127,23,12
490297244,8,3
491137091,38,32
491699862,7,7
491739656,10,5
492308146,37,12
492492479,28,16
492591649,31,26
492776108,30,32
493224560,16,8
493902536,34,32
494078862,17,22
494277776,21,14
495207024,19,16
495454146,2,19
495482436,12,19
498964130,20,32
501801282,9,29
502596776,15,17
502823827,26,10
503777921,29,11
504153651,18,11
504549330,22,33
505128110,39,13
505159948,38,33
505202665,23,13
505726184,8,4
506177136,10,6
506783927,7,8
506837499,31,27
507401078,30,33
507824919,28,17
507958915,16,9
508163041,37,13
508476784,34,33
508934023,21,15
509492851,19,17
509812640,17,23
510916060,2,20
511466811,12,20
514646595,20,33
516830391,9,30
517198822,26,11
518110150,15,18
519059886,18,12
519436398,39,14
519469212,22,34
519559197,29,12
519632353,23,14
519992380,8,5
520839635,38,34
520880256,10,7
521728307,30,34
