sim_time_us,node_id,seq
11834167,22,0
11902498,30,0
12296488,34,0
12340932,38,0
12363635,20,0
26605818,20,1
27404453,22,1
27472783,30,1
27911194,38,1
28218335,34,1
41160449,20,2
42855572,30,2
43263805,22,2
43395569,38,2
43702710,34,2
55465156,20,3
57043082,30,3
57412252,22,3
59137790,38,3
59593345,34,3
70566748,20,4
71074362,30,4
71779449,22,4
74952727,34,4
75141653,38,4
86144843,20,5
86464947,30,5
87443492,22,5
89702734,34,5
90348728,38,5
100480781,20,6
101490367,22,6
101761822,30,6
104581023,34,6
105208069,38,6
115222950,20,7
116636832,30,7
117107544,22,7
118827687,34,7
119458060,38,7
130277676,20,8
131796999,22,8
132222799,30,8
133234478,34,8
133950306,38,8
145013093,20,9
147521617,22,9
147859188,30,9
148192435,38,9
149085490,34,9
159680216,20,10
162717079,22,10
162875290,38,10
163004159,30,10
164413764,34,10
174723099,20,11
177662372,22,11
178285400,30,11
178841031,38,11
179546577,34,11
188871567,20,12
192738564,30,12
192899543,38,12
193663656,22,12
194167100,34,12
203887989,20,13
207262897,38,13
207496327,30,13
208860344,34,13
208873310,22,13
218995908,8,0
219652776,20,14
219997733,23,0
222738515,30,14
222911325,38,14
223193632,22,14
223585649,34,14
233761482,8,1
235115564,23,1
235191849,20,15
237614450,38,15
237756122,22,15
238482665,34,15
238551025,30,15
248956824,8,2
249189878,23,2
249902839,20,16
251794228,38,16
252621377,30,16
252810859,22,16
253539405,34,16
262834234,14,0
263105232,8,3
264072671,23,3
264941849,20,17
266722900,30,17
266794168,38,17
267605393,34,17
267615507,22,17
277244577,14,1
278081804,8,4
278705473,23,4
279730901,20,18
281191650,30,18
281586484,38,18
282740517,22,18
282859077,34,18
292268014,14,2
292464607,8,5
292830473,23,5
294001471,5,0
294402797,20,19
296255085,38,19
296332274,30,19
296818632,22,19
297480131,34,19
307330534,14,3
307445231,8,6
308006621,2,0
308691879,20,20
308697681,23,6
308759252,5,1
309578465,17,0
310568951,30,20
310911374,38,20
311646787,22,20
312226295,34,20
321658649,14,4
321934546,8,7
322701851,2,1
322863724,20,21
323438939,5,2
324335959,17,1
324635184,23,7
325152588,30,21
325731647,38,21
326217113,22,21
326511716,34,21
336736764,14,5
337121109,2,2
337441170,8,8
337637162,20,22
337868597,5,3
338421896,17,2
339488515,30,22
340182056,23,8
340263934,22,22
340653512,38,22
342336122,34,22
351990903,2,3
352246151,20,23
352322722,14,6
352870857,8,9
353115338,15,0
353134242,5,4
354289074,17,3
354785400,30,23
355298967,22,23
356025796,23,9
356466032,38,23
358062192,34,23
367022173,2,4
367057097,14,7
367121566,20,24
367435619,15,1
367488204,8,10
367595189,5,5
369906301,17,4
370621397,30,24
370932527,22,24
371455624,23,10
371755124,38,24
372300701,34,24
381662172,15,2
381837387,5,6
382197732,14,8
382285599,20,25
382390188,2,5
382715639,40,0
382878809,8,11
383112883,24,0
384484396,17,5
385728278,23,11
386335649,34,25
386445209,22,25
386605723,30,25
386653522,38,25
396385773,14,9
397188092,20,26
397402247,8,12
397638745,15,3
397799433,5,7
397834643,2,6
397863875,16,0
398190949,24,1
398602195,40,1
399039084,17,6
400452807,34,26
400549384,23,12
401053008,22,26
401074462,30,26
401606657,38,26
412096270,14,10
412206583,24,2
412458388,5,8
412480372,8,13
413028713,20,27
413076225,15,4
413231080,16,1
413273459,17,7
413311227,2,7
414231262,40,2
415000361,9,0
415421073,22,27
415741901,34,27
415791551,23,13
415794179,38,27
416160399,30,27
426427026,24,3
426626964,5,9
426941936,8,14
427502550,14,11
428262706,17,8
428552827,15,5
428614773,16,2
428655006,2,8
428988754,20,28
429715657,40,3
429805017,9,1
429907624,22,28
430247292,38,28
430398388,30,28
430655991,34,28
431463446,23,14
441097208,24,4
441400007,5,10
442275987,14,12
442593771,17,9
442667872,8,15
442826841,2,9
442918580,16,3
443277797,20,29
443779350,15,6
444256132,22,29
444980713,30,29
445406590,9,2
445459076,38,29
445606282,40,4
446025936,23,15
446132514,34,29
455403688,24,5
456658770,14,13
457212488,5,11
457316840,20,30
457459793,2,10
457547516,16,4
457717062,8,16
457890767,17,10
458537174,15,7
458748320,22,30
459347911,30,30
459637492,40,5
460175419,34,30
460476863,9,3
460755085,38,30
461064989,23,16
469433146,24,6
470705645,14,14
471485935,5,12
471545731,2,11
471879508,16,5
472379340,20,31
472542872,8,17
473289204,17,11
473444252,30,31
473780082,15,8
474296577,34,31
474498311,22,31
474628614,26,0
474950408,38,31
475072220,31,0
475325002,40,6
475504697,9,4
476635291,23,17
485347218,24,7
485517195,5,13
486248905,2,12
486722148,14,15
486762192,20,32
487176393,16,6
487789240,8,18
488037182,15,9
488546607,34,32
488746377,30,32
489055546,38,32
489234795,17,12
489639718,26,1
489832835,40,7
490142492,31,1
490389804,22,32
491078465,9,5
491174384,23,18
500644113,24,8
501044031,20,33
501293818,5,14
501609269,16,7
501858231,2,13
502310750,15,10
502650997,14,16
503378819,8,19
504331603,34,33
504709259,22,33
504731217,30,33
504781421,17,13
504825032,40,8
504825388,38,33
505079982,31,2
505112578,26,2
505680854,9,6
506447821,23,19
514690940,24,9
515873847,2,14
516103113,5,15
516191851,20,34
516871697,16,8
518138866,15,11
518160115,14,17
518410061,8,20
518793214,30,34
518855817,34,34
519225723,22,34
519249839,40,9
519365097,38,34
519908108,31,3
519925279,17,14
520555679,9,7
520619687,23,20
520902080,26,3
520991448,19,0
521105578,6,0
530084804,2,15
530181258,5,16
530300464,24,10
530879341,20,35
530973259,16,9
532529481,15,12
533274131,40,10
533737978,34,35
533817576,38,35
534046730,8,21
534113526,30,35
534150959,14,18
534418661,22,35
535163041,26,4
535603463,31,4
535797049,17,15
535802142,6,1
536195644,9,8
536197792,23,21
536890384,19,1
544235956,5,17
544792671,24,11
545600448,2,16
546606221,16,10
546629380,20,36
547483960,15,13
548582145,34,36
548905762,40,11
549194247,18,0
549333802,12,0
549558518,8,22
549630965,38,36
549713478,14,19
549855744,30,36
549957422,26,5
550037413,22,36
550121231,6,2
550529541,23,22
550679879,17,16
550883143,9,9
550998763,19,2
551337838,31,5
559370807,24,12
559814071,5,18
560256669,2,17
561141230,16,11
561982616,15,14
562590288,20,37
562999684,34,37
563589785,8,23
563720543,18,1
564023869,40,12
564293759,12,1
564400034,11,0
564541613,14,20
564543106,6,3
564799354,23,23
564826447,22,37
564870830,26,6
565169149,38,37
565261964,30,37
566054859,17,17
566548777,31,6
566609836,9,10
566665603,19,3
574504562,24,13
575085673,2,18
575486256,5,19
576395819,16,12
576879351,20,38
577690449,34,38
577726096,15,15
577967614,18,2
578434519,40,13
578517169,12,2
578950495,6,4
579393156,14,21
579394435,8,24
579419742,30,38
579814036,11,1
579852097,3,0
580011455,26,7
580191419,17,18
580622274,38,38
580682187,23,24
580701456,22,38
580931570,31,7
581186264,19,4
582039514,9,11
589698892,24,14
590662919,2,19
591004649,16,13
591434499,5,20
591763886,15,16
591902778,20,39
591983249,18,3
592598590,40,14
592978117,12,3
593546569,34,39
593611896,14,22
594203115,3,1
594297573,17,19
594410401,30,39
594722774,6,5
594745180,23,25
594795186,22,39
594999530,8,25
595015659,38,39
595292676,26,8
595798412,11,2
595841284,31,8
596328576,9,12
596786932,19,5
604708399,24,15
604881719,2,20
605493758,5,21
605762490,16,14
606943507,40,15
607139509,18,4
607241287,15,17
607371577,20,40
607767199,12,4
608250477,25,0
608609395,3,2
608660440,30,40
608754047,34,40
609025998,14,23
609027258,8,26
609182435,22,40
609462819,17,20
609745840,26,9
609941553,6,6
610072822,23,26
610267182,11,3
610268303,31,9
610341033,38,40
610500471,9,13
612623764,19,6
618955559,2,21
619466147,24,16
620606231,16,15
620970312,5,22
621498241,15,18
621811383,18,5
622481404,40,16
622910600,20,41
622964175,12,5
623050668,14,24
623832662,34,41
623968519,25,1
624355755,30,41
624361865,23,27
624380507,38,41
624456890,3,3
624519398,26,10
624730709,8,27
624804849,17,21
624897706,22,41
625008273,9,14
625158273,31,10
625653053,6,7
625970317,11,4
626694066,19,7
634881689,2,22
635021613,24,17
635481953,5,23
636020283,16,16
636397301,18,6
636951377,15,19
637520475,40,17
638169647,14,25
638633077,20,42
638640328,34,42
638649982,12,6
638745971,26,11
638921634,25,2
638932216,23,28
639311083,22,42
639503830,8,28
639551562,30,42
639618857,38,42
639901402,31,11
640035283,6,8
640195322,3,4
640282787,11,5
640675412,17,22
