sim_time_us,node_id,seq
11776638,22,0
11807463,38,0
12029247,20,0
12141273,34,0
12331945,30,0
25870833,38,1
26091711,20,1
27346913,22,1
28070213,34,1
28253764,30,1
40402060,38,2
41310447,20,2
42883423,34,2
42948457,22,2
43378769,30,2
54706757,38,3
56560458,20,3
58018784,22,3
58313130,34,3
58628779,30,3
69808339,38,4
71493584,20,4
72617838,34,4
73479742,22,4
74089737,30,4
85277054,38,5
85997942,20,5
87274058,34,5
88721910,22,5
88839707,30,5
99659872,38,6
101537020,20,6
101731008,34,6
102979712,22,6
103097520,30,6
103530609,15,0
105051602,24,0
115319852,38,7
116711558,34,7
116802635,20,7
117347530,30,7
117401582,22,7
118772794,15,1
120291842,24,1
129777101,38,8
132441299,30,8
132622977,20,8
132711618,34,8
132714129,22,8
134444689,15,2
135252809,24,2
145456742,38,9
147201073,20,9
147452756,22,9
147883137,30,9
148102183,34,9
148866564,15,3
149432462,24,3
161160008,38,10
162326212,20,10
162589237,22,10
162630427,9,0
162746097,30,10
162953896,34,10
164432477,24,4
164686857,15,4
175308445,38,11
177067038,34,11
177390365,30,11
177459025,20,11
177661627,9,1
178481672,22,11
180354352,24,5
180460294,15,5
190511617,38,12
191511871,34,12
191623097,20,12
192457076,30,12
193065810,22,12
193445997,9,2
195788439,15,6
195870009,24,6
205238132,38,13
206826207,20,13
207063251,34,13
207960716,30,13
208107795,9,3
208268910,22,13
210096237,15,7
210941003,24,7
219714710,38,14
221552770,20,14
221969501,34,14
222381459,22,14
222942896,9,4
223874350,17,0
223902347,30,14
224710295,15,8
224994977,24,8
234878758,38,15
236412145,20,15
236974121,9,5
237367958,34,15
237878285,22,15
239675785,30,15
239780550,17,1
239846530,24,9
240612082,15,9
249253772,38,16
250662189,20,16
251067886,9,6
251292890,26,0
251328005,28,0
252602363,34,16
253143944,22,16
254370127,24,10
255030569,17,2
255105501,30,16
255335434,15,10
264585735,38,17
265154337,20,17
265480314,26,1
265516219,28,1
265817876,9,7
267636112,22,17
268441910,24,11
268610158,34,17
269417967,30,17
269792603,17,3
270933539,15,11
279574070,38,18
279644382,26,2
280077262,9,8
280616997,28,2
281010184,20,18
283409541,22,18
283925784,30,18
284162838,24,12
284250738,34,18
284999309,17,4
286585445,15,12
295035017,26,3
295191080,28,3
295351008,38,19
295731939,9,9
296342143,20,19
296763339,6,0
298737665,22,19
298745102,24,13
299257107,17,5
299563247,34,19
299761721,30,19
301077652,15,13
309789450,28,4
310582687,38,20
310847537,26,4
310903964,9,10
311525872,6,1
311904894,20,20
314133475,30,20
314269018,24,14
314356177,34,20
314706445,22,20
314913382,17,6
315546371,15,14
325093560,28,5
325488132,38,21
325708636,9,11
326032493,6,2
326507808,26,5
326927770,20,21
328761097,22,21
328895693,34,21
328928987,17,7
329575129,30,21
329988091,24,15
330687017,15,15
338836099,12,0
339195132,28,6
339847208,18,0
340290316,6,3
340372724,9,12
341394387,38,22
342480320,26,6
342505900,20,22
343508641,17,8
344137972,22,22
344634115,34,22
344658901,30,22
344976791,24,16
345554185,15,16
352945955,12,1
353663867,28,7
354229941,18,1
354516878,6,4
354560199,9,13
355706882,38,23
357029333,20,23
357917815,26,7
358222035,22,23
358834118,17,9
359702617,15,17
360047612,34,23
360051218,30,23
360515020,24,17
368359492,12,2
368503413,18,2
368788903,28,8
368876263,6,5
369172849,9,14
369827666,38,24
371257181,2,0
371380919,20,24
372612247,22,24
373199111,26,8
373554673,17,10
375128919,30,24
375289829,34,24
375601089,15,18
376155005,24,18
382461025,12,3
382604946,18,3
383927424,9,15
383984179,28,9
384032494,6,6
385303987,2,1
385504762,38,25
386246673,31,0
386253078,25,0
387005895,20,25
388183439,26,9
388239847,22,25
388796315,17,11
389863285,30,25
390949932,24,19
390961675,34,25
391323670,15,19
397265713,12,4
397409634,18,4
398532513,6,7
398677412,9,16
398921835,28,10
399327424,2,2
400357861,25,1
401257197,38,26
402191936,31,1
402341837,20,26
403105460,26,10
404089238,22,26
404300768,17,12
405707646,34,26
405738280,30,26
405796372,15,20
406002930,24,20
411929796,12,5
411964322,18,5
412872699,9,17
413703085,28,11
413759076,6,8
413796184,2,3
414841794,13,0
415549651,38,27
416206212,25,2
417482457,20,27
417824748,31,2
418066397,26,11
418628672,22,27
419460378,17,13
420310560,30,27
420315415,24,21
420879228,34,27
420944820,15,21
427097144,18,6
427820411,12,6
428818046,9,18
429018630,2,4
429306695,13,1
429367179,28,12
429446576,6,9
429717039,38,28
430168469,35,0
431669992,20,28
432198419,25,3
432863282,26,12
432910705,31,3
433878331,22,28
434796345,17,14
435048601,24,22
435183627,30,28
435453882,34,28
436038560,15,22
441714322,18,7
442438033,12,7
443319612,2,5
443785008,38,29
443845738,13,2
443929633,28,13
444454531,9,19
444957519,35,1
445110759,6,10
445818395,20,29
446854649,25,4
447746643,31,4
447867761,26,13
448636097,22,29
449608815,17,15
450362290,24,23
450531861,30,29
