sim_time_us,event,detail
891108704,STATUS,tick=89
901116545,STATUS,tick=90
911124328,STATUS,tick=91
921132141,STATUS,tick=92
931139953,STATUS,tick=93
941147766,STATUS,tick=94
951155851,STATUS,tick=95
961163411,STATUS,tick=96
971171204,STATUS,tick=97
981179016,STATUS,tick=98
991186829,STATUS,tick=99
1001195094,STATUS,tick=100
1011202630,STATUS,tick=101
1021210462,STATUS,tick=102
1031218538,STATUS,tick=103
1041226067,STATUS,tick=104
1051233879,STATUS,tick=105
1061241692,STATUS,tick=106
1071249504,STATUS,tick=107
1081257337,STATUS,tick=108
1091265129,STATUS,tick=109
1101272989,STATUS,tick=110
1111281315,STATUS,tick=111
1121288568,STATUS,tick=112
1131296380,STATUS,tick=113
1141304213,STATUS,tick=114
1151312005,STATUS,tick=115
1161320105,STATUS,tick=116
1171327630,STATUS,tick=117
1181335443,STATUS,tick=118
1191343904,STATUS,tick=119
1201351087,STATUS,tick=120
1211358880,STATUS,tick=121
1221366692,STATUS,tick=122
1231374505,STATUS,tick=123
1241382317,STATUS,tick=124
1249811294,FIRST_CONTACT,
1251390130,STATUS,tick=125
1261413587,STATUS,tick=126
1271437005,STATUS,tick=127
1281466489,STATUS,tick=128
1291483880,STATUS,tick=129
1301507318,STATUS,tick=130
1311531029,STATUS,tick=131
1321554213,STATUS,tick=132
1331577631,STATUS,tick=133
1338686781,TSCH_JOIN,0x0004 jp=4
1341601278,STATUS,tick=134
1351624691,STATUS,tick=135
1361648081,STATUS,tick=136
1371679342,STATUS,tick=137
1381702799,STATUS,tick=138
1391726226,STATUS,tick=139
1401757466,STATUS,tick=140
1411788716,STATUS,tick=141
1421825858,STATUS,tick=142
1431859020,STATUS,tick=143
1441890289,STATUS,tick=144
1451921520,STATUS,tick=145
1461952799,STATUS,tick=146
1471991842,STATUS,tick=147
1482023092,STATUS,tick=148
1492054332,STATUS,tick=149
1502101227,STATUS,tick=150
1512140294,STATUS,tick=151
1522171554,STATUS,tick=152
1532206452,STATUS,tick=153
1542241846,STATUS,tick=154
1552567858,BOOT,
1562604172,STATUS,tick=1
1572611985,STATUS,tick=2
1582619797,STATUS,tick=3
1592627610,STATUS,tick=4
1602635422,STATUS,tick=5
1612646203,STATUS,tick=6
1622659153,STATUS,tick=7
1632682297,STATUS,tick=8
1642705735,STATUS,tick=9
1652729312,STATUS,tick=10
1662752750,STATUS,tick=11
1672776484,STATUS,tick=12
1682799625,STATUS,tick=13
1692823062,STATUS,tick=14
1702846773,STATUS,tick=15
1712869937,STATUS,tick=16
1722893375,STATUS,tick=17
1732917109,STATUS,tick=18
1742940250,STATUS,tick=19
1752963687,STATUS,tick=20
1762994937,STATUS,tick=21
1773026187,STATUS,tick=22
1783057715,STATUS,tick=23
1793088707,STATUS,tick=24
1803119937,STATUS,tick=25
1813151187,STATUS,tick=26
1823182715,STATUS,tick=27
1833213687,STATUS,tick=28
1843244937,STATUS,tick=29
1853276207,STATUS,tick=30
1863307715,STATUS,tick=31
1873338688,STATUS,tick=32
1883369938,STATUS,tick=33
1893401188,STATUS,tick=34
1903432715,STATUS,tick=35
1913463755,STATUS,tick=36
1923495252,STATUS,tick=37
1933526188,STATUS,tick=38
1943557485,STATUS,tick=39
1953588898,STATUS,tick=40
1963620067,STATUS,tick=41
1973651346,STATUS,tick=42
1983682586,STATUS,tick=43
1993713836,STATUS,tick=44
2003745066,STATUS,tick=45
2013776326,STATUS,tick=46
2023810647,STATUS,tick=47
2033842760,STATUS,tick=48
2043870076,STATUS,tick=49
2053901317,STATUS,tick=50
2063936283,STATUS,tick=51
2073972113,STATUS,tick=52
2084002890,STATUS,tick=53
2094034150,STATUS,tick=54
2104073193,STATUS,tick=55
2114112265,STATUS,tick=56
2124143505,STATUS,tick=57
2134179192,STATUS,tick=58
2144213831,STATUS,tick=59
2154245101,STATUS,tick=60
2164276341,STATUS,tick=61
2174315403,STATUS,tick=62
2184354927,STATUS,tick=63
2194393548,STATUS,tick=64
2204480198,STATUS,tick=65
2214518558,STATUS,tick=66
2224557591,STATUS,tick=67
2234596654,STATUS,tick=68
2244637256,STATUS,tick=69
2254675365,STATUS,tick=70
2264721650,STATUS,tick=71
2274760732,STATUS,tick=72
2284799765,STATUS,tick=73
2294838838,STATUS,tick=74
2304877943,STATUS,tick=75
2314916966,STATUS,tick=76
2324956028,STATUS,tick=77
2334995134,STATUS,tick=78
2345034157,STATUS,tick=79
2355073229,STATUS,tick=80
2365112311,STATUS,tick=81
2371688229,BOOT,
2381724543,STATUS,tick=1
2391732355,STATUS,tick=2
2401740168,STATUS,tick=3
2411747980,STATUS,tick=4
2421755793,STATUS,tick=5
2431766574,STATUS,tick=6
2441779523,STATUS,tick=7
2451787043,STATUS,tick=8
2461794855,STATUS,tick=9
2471802808,STATUS,tick=10
2481810620,STATUS,tick=11
2491818452,STATUS,tick=12
2501826245,STATUS,tick=13
2511834058,STATUS,tick=14
2521857495,STATUS,tick=15
2531881220,STATUS,tick=16
2541904653,STATUS,tick=17
2551927828,STATUS,tick=18
2561951245,STATUS,tick=19
2571974683,STATUS,tick=20
2581998120,STATUS,tick=21
2592021835,STATUS,tick=22
2602044995,STATUS,tick=23
2612068453,STATUS,tick=24
2622092143,STATUS,tick=25
2632115308,STATUS,tick=26
2642138745,STATUS,tick=27
2652162460,STATUS,tick=28
2662185620,STATUS,tick=29
2672209078,STATUS,tick=30
2682232496,STATUS,tick=31
2692255933,STATUS,tick=32
2702279643,STATUS,tick=33
2712303086,STATUS,tick=34
2722326246,STATUS,tick=35
2732349703,STATUS,tick=36
2742373121,STATUS,tick=37
2752396558,STATUS,tick=38
2762419996,STATUS,tick=39
2772443711,STATUS,tick=40
2782467154,STATUS,tick=41
2792490328,STATUS,tick=42
2802514024,STATUS,tick=43
2812537183,STATUS,tick=44
2822568433,STATUS,tick=45
2832599999,STATUS,tick=46
2842630934,STATUS,tick=47
2852662501,STATUS,tick=48
2862693433,STATUS,tick=49
2872724684,STATUS,tick=50
2882761734,STATUS,tick=51
2892795286,STATUS,tick=52
2902826247,STATUS,tick=53
2912857517,STATUS,tick=54
2922888747,STATUS,tick=55
2932920276,STATUS,tick=56
2942951247,STATUS,tick=57
2952982497,STATUS,tick=58
2963013747,STATUS,tick=59
2973045296,STATUS,tick=60
2983076247,STATUS,tick=61
2993107497,STATUS,tick=62
3003138747,STATUS,tick=63
3013170276,STATUS,tick=64
3023201247,STATUS,tick=65
3033232517,STATUS,tick=66
3043263747,STATUS,tick=67
3053295276,STATUS,tick=68
3063326247,STATUS,tick=69
3073357497,STATUS,tick=70
3083388934,STATUS,tick=71
3093427977,STATUS,tick=72
3103467020,STATUS,tick=73
3113506082,STATUS,tick=74
3123552948,STATUS,tick=75
3133592020,STATUS,tick=76
3143642907,STATUS,tick=77
3153685803,STATUS,tick=78
3163732635,STATUS,tick=79
3173780102,STATUS,tick=80
3183818583,STATUS,tick=81
3193857645,STATUS,tick=82
3203904520,STATUS,tick=83
3213951405,STATUS,tick=84
3223998260,STATUS,tick=85
3234048706,STATUS,tick=86
3244099846,STATUS,tick=87
3254146721,STATUS,tick=88
3264194027,STATUS,tick=89
3274240475,STATUS,tick=90
3284287322,STATUS,tick=91
3284938021,BOOT,
3294974335,STATUS,tick=1
3304982147,STATUS,tick=2
3314989960,STATUS,tick=3
3324997772,STATUS,tick=4
3335005632,STATUS,tick=5
3345019728,STATUS,tick=6
3355029151,STATUS,tick=7
3365037554,STATUS,tick=8
3375052598,STATUS,tick=9
3385060551,STATUS,tick=10
3395083988,STATUS,tick=11
3405107446,STATUS,tick=12
3415132412,STATUS,tick=13
3425154304,STATUS,tick=14
3435177742,STATUS,tick=15
3445201210,STATUS,tick=16
3453745761,BOOT,
3463782022,STATUS,tick=1
3473789835,STATUS,tick=2
3483797647,STATUS,tick=3
3493805460,STATUS,tick=4
3503813272,STATUS,tick=5
3513824056,STATUS,tick=6
3523837003,STATUS,tick=7
3533844522,STATUS,tick=8
3543852335,STATUS,tick=9
3553860287,STATUS,tick=10
3563868100,STATUS,tick=11
3573875932,STATUS,tick=12
3583883725,STATUS,tick=13
3593891537,STATUS,tick=14
