sim_time_us,node_id,event,detail
1274190,3,DIS_TX,
1300188,28,DIS_TX,
1313578,13,DIS_TX,
1352056,37,DIS_TX,
1369327,25,DIS_TX,
1370471,31,DIS_TX,
1377695,8,DIS_TX,
1424223,4,DIS_TX,
1431430,15,DIS_TX,
1437696,26,DIS_TX,
1440971,14,DIS_TX,
1483906,30,DIS_TX,
1502965,24,DIS_TX,
1507424,17,DIS_TX,
1526265,29,DIS_TX,
1552855,6,DIS_TX,
1559840,36,DIS_TX,
1560251,40,DIS_TX,
1583766,10,DIS_TX,
1602413,27,DIS_TX,
1657650,34,DIS_TX,
1687614,32,DIS_TX,
1743631,2,DIS_TX,
1759323,12,DIS_TX,
1767317,23,DIS_TX,
1778455,41,DIS_TX,
1812811,21,DIS_TX,
1852360,7,DIS_TX,
1861568,33,DIS_TX,
1870937,22,DIS_TX,
1881284,11,DIS_TX,
1883107,19,DIS_TX,
1995907,5,DIS_TX,
2043171,18,DIS_TX,
2051261,16,DIS_TX,
2115334,39,DIS_TX,
2158254,9,DIS_TX,
2176921,35,DIS_TX,
2179933,38,DIS_TX,
2187217,20,DIS_TX,
4293233,1,DIO_TX,rank=256
4396523,30,DIO_RX,from=0x1
4396524,13,DIO_RX,from=0x1
4396528,21,DIO_RX,from=0x1
4396551,14,DIO_RX,from=0x1
4396573,29,DIO_RX,from=0x1
4396577,22,DIO_RX,from=0x1
4445844,13,NBR_ADD,0x1
4445857,14,NBR_ADD,0x1
4445892,30,NBR_ADD,0x1
4445894,22,NBR_ADD,0x1
4445909,29,NBR_ADD,0x1
4445921,21,NBR_ADD,0x1
7832774,22,DIO_TX,rank=512
8053973,22,DAO_TX,seq=241
8411280,14,DIO_TX,rank=576
8415184,30,DIO_TX,rank=576
8415851,21,DIO_TX,rank=512
8416699,13,DIO_TX,rank=576
8418449,29,DIO_TX,rank=576
8806551,1,DIO_RX,from=0xd
8806611,14,DIO_RX,from=0xd
8806667,21,DIO_RX,from=0xd
8856283,1,NBR_ADD,0xd
8863626,14,NBR_ADD,0xd
8863737,21,NBR_ADD,0xd
8907841,14,RANK,576
8907986,21,RANK,576
9186781,30,DAO_TX,seq=241
9187466,21,DAO_TX,seq=241
9188140,13,DAO_TX,seq=241
9190078,29,DAO_TX,seq=241
9190533,14,DAO_TX,seq=241
9272437,1,DAO_RX,from=0x15
9312072,1,NBR_ADD,0x15
9439976,1,DAO_RX,from=0xd
10066819,29,DIO_RX,from=0x1e
10066840,22,DIO_RX,from=0x1e
10066987,1,DIO_RX,from=0x1e
10117387,1,NBR_ADD,0x1e
10124065,29,NBR_ADD,0x1e
10124096,22,NBR_ADD,0x1e
10168469,29,RANK,576
10168572,22,RANK,576
10700313,1,DAO_RX,from=0x1e
11089986,1,DIO_TX,rank=256
12587823,1,DAO_RX,from=0x1d
12620410,1,NBR_ADD,0x1d
12926832,14,DIO_TX,rank=640
12932247,13,DIO_TX,rank=576
12933996,29,DIO_TX,rank=640
12934284,22,DIO_TX,rank=640
12939406,30,DIO_TX,rank=576
13367317,1,DAO_RX,from=0x16
13404209,1,NBR_ADD,0x16
13751730,21,DIO_TX,rank=640
16051768,1,DIO_RX,from=0xd
16051791,14,DIO_RX,from=0xd
16051793,21,DIO_RX,from=0xd
16127306,14,RANK,576
16127358,21,RANK,576
17235388,30,DIO_TX,rank=512
17629579,13,DIS_TX,
18293372,29,DIO_TX,rank=512
18406741,30,DIO_RX,from=0x1d
18406808,21,DIO_RX,from=0x1d
18409138,1,DIO_RX,from=0x1d
18468324,30,NBR_ADD,0x1d
18468738,21,NBR_ADD,0x1d
18512821,30,RANK,512
18513703,21,RANK,512
18571742,13,DIO_RX,from=0xe
18571799,1,DIO_RX,from=0xe
18571811,22,DIO_RX,from=0xe
18628784,13,NBR_ADD,0xe
18629078,22,NBR_ADD,0xe
18673037,13,RANK,640
18673819,22,RANK,640
20297462,1,DAO_RX,from=0xe
21874320,30,DIS_TX,
23783809,13,DIO_TX,rank=512
24152524,1,DIO_TX,rank=256
24532892,30,DIO_TX,rank=512
24621497,29,DIO_TX,rank=512
25434267,22,DIO_TX,rank=640
26131829,30,DIO_RX,from=0x16
26131841,1,DIO_RX,from=0x16
26132009,21,DIO_RX,from=0x16
26132014,14,DIO_RX,from=0x16
26189025,30,NBR_ADD,0x16
26189229,14,NBR_ADD,0x16
26189309,21,NBR_ADD,0x16
26233410,14,RANK,640
26233496,21,RANK,640
26234154,30,RANK,640
26731530,14,DIO_TX,rank=640
27076641,13,DIO_RX,from=0xe
27076831,1,DIO_RX,from=0xe
27076974,22,DIO_RX,from=0xe
27152824,22,RANK,640
27158215,13,RANK,640
30611117,21,DIO_TX,rank=640
30746497,29,DIO_TX,rank=512
30746767,22,DIO_TX,rank=640
31796566,1,DIO_TX,rank=256
32986937,13,DIO_TX,rank=512
33061816,1,DIO_RX,from=0xd
33061967,14,DIO_RX,from=0xd
33061982,21,DIO_RX,from=0xd
33131554,14,RANK,512
33131580,21,RANK,512
41322046,21,DIO_TX,rank=512
41401855,29,DIO_RX,from=0x15
41401858,22,DIO_RX,from=0x15
41401878,13,DIO_RX,from=0x15
41402008,1,DIO_RX,from=0x15
41463472,13,NBR_ADD,0x15
41463523,22,NBR_ADD,0x15
41463548,29,NBR_ADD,0x15
41507628,13,RANK,512
41507729,29,RANK,512
41507755,22,RANK,512
43024463,30,DIO_TX,rank=512
43141951,1,DIO_RX,from=0x1e
43142139,29,DIO_RX,from=0x1e
43142266,22,DIO_RX,from=0x1e
43211747,29,RANK,512
43211880,22,RANK,512
43551187,29,DIO_TX,rank=512
43606978,30,DIO_RX,from=0x1d
43607017,1,DIO_RX,from=0x1d
43607031,21,DIO_RX,from=0x1d
43686991,30,RANK,512
43687436,21,RANK,512
44645207,22,DIO_TX,rank=640
44716973,21,DIO_RX,from=0x16
44717000,1,DIO_RX,from=0x16
44717223,30,DIO_RX,from=0x16
44717425,14,DIO_RX,from=0x16
44792631,30,RANK,640
44792829,14,RANK,640
44798745,21,RANK,640
45035291,1,DIO_TX,rank=256
45181612,14,DIO_RX,from=0x1
45181621,13,DIO_RX,from=0x1
45181624,22,DIO_RX,from=0x1
45181625,29,DIO_RX,from=0x1
45181648,30,DIO_RX,from=0x1
45181663,21,DIO_RX,from=0x1
45261099,29,RANK,256
45261155,13,RANK,256
45264099,22,RANK,256
45264566,30,RANK,256
45264585,21,RANK,256
45264682,14,RANK,256
47891167,13,DAO_TX,seq=242
47893134,29,DAO_TX,seq=242
47963634,1,DAO_RX,from=0xd
48022475,1,DAO_RX,from=0x1d
48690069,13,DIO_TX,rank=512
48713714,22,DAO_TX,seq=242
49588534,21,DAO_TX,seq=242
49805373,1,DAO_RX,from=0x15
49877934,14,DAO_TX,seq=242
49909204,30,DAO_TX,seq=242
50186838,1,DAO_RX,from=0x1e
50390347,1,DAO_RX,from=0x16
50993919,21,DIO_TX,rank=512
51017091,1,DIO_RX,from=0x15
51017159,13,DIO_RX,from=0x15
51017317,29,DIO_RX,from=0x15
51017444,22,DIO_RX,from=0x15
51092716,29,RANK,512
51092798,22,RANK,512
51093653,13,RANK,512
53226630,22,DIO_RX,from=0x1e
53302301,22,RANK,512
53762803,14,DIO_TX,rank=640
54321123,22,DIO_RX,from=0x15
54400971,22,RANK,512
54796809,1,DIO_RX,from=0xe
54796912,13,DIO_RX,from=0xe
54797283,22,DIO_RX,from=0xe
54873173,22,RANK,640
54873584,13,RANK,640
54951128,21,DIO_RX,from=0xd
55033961,21,RANK,512
55266367,21,DIO_RX,from=0x1d
55350084,21,RANK,512
55892705,1,DAO_RX,from=0xe
57321369,1,DIO_RX,from=0x16
59988886,1,DIO_RX,from=0xe
61274180,3,DIS_TX,
61300178,28,DIS_TX,
61352046,37,DIS_TX,
61369317,25,DIS_TX,
61370522,31,DIS_TX,
61377685,8,DIS_TX,
61424213,4,DIS_TX,
61431420,15,DIS_TX,
61437686,26,DIS_TX,
61502955,24,DIS_TX,
61507414,17,DIS_TX,
61552906,6,DIS_TX,
61559830,36,DIS_TX,
61560241,40,DIS_TX,
61583756,10,DIS_TX,
61602403,27,DIS_TX,
61657640,34,DIS_TX,
61687604,32,DIS_TX,
61743621,2,DIS_TX,
61759374,12,DIS_TX,
61767368,23,DIS_TX,
61778445,41,DIS_TX,
61852350,7,DIS_TX,
61861558,33,DIS_TX,
61881274,11,DIS_TX,
61883097,19,DIS_TX,
61995958,5,DIS_TX,
62043161,18,DIS_TX,
62051251,16,DIS_TX,
62115324,39,DIS_TX,
62158244,9,DIS_TX,
62176911,35,DIS_TX,
62179984,38,DIS_TX,
62187268,20,DIS_TX,
