sim_time_us,node_id,event,detail
1248392,6,DIS_TX,
1279520,21,DIS_TX,
1297343,17,DIS_TX,
1297879,7,DIS_TX,
1353222,15,DIS_TX,
1372529,3,DIS_TX,
1412623,38,DIS_TX,
1443716,5,DIS_TX,
1491572,19,DIS_TX,
1500507,33,DIS_TX,
1504614,32,DIS_TX,
1549672,31,DIS_TX,
1632316,11,DIS_TX,
1633665,4,DIS_TX,
1638390,41,DIS_TX,
1638702,29,DIS_TX,
1651746,10,DIS_TX,
1659066,37,DIS_TX,
1682910,2,DIS_TX,
1724609,18,DIS_TX,
1737966,16,DIS_TX,
1754251,12,DIS_TX,
1777257,28,DIS_TX,
1799484,20,DIS_TX,
1805552,27,DIS_TX,
1825122,30,DIS_TX,
1848684,39,DIS_TX,
1870479,35,DIS_TX,
1886058,26,DIS_TX,
1969296,23,DIS_TX,
1980020,24,DIS_TX,
1989099,36,DIS_TX,
2003067,13,DIS_TX,
2026115,9,DIS_TX,
2044945,22,DIS_TX,
2051606,40,DIS_TX,
2111039,34,DIS_TX,
2135016,14,DIS_TX,
2146535,25,DIS_TX,
2154278,8,DIS_TX,
5056386,1,DIO_TX,rank=256
5159713,20,DIO_RX,from=0x1
5159716,22,DIO_RX,from=0x1
5159731,30,DIO_RX,from=0x1
5159739,34,DIO_RX,from=0x1
5209028,22,NBR_ADD,0x1
5209034,20,NBR_ADD,0x1
5209053,30,NBR_ADD,0x1
5209069,34,NBR_ADD,0x1
9175098,34,DIO_TX,rank=512
9176043,20,DIO_TX,rank=512
9178243,30,DIO_TX,rank=512
9179307,22,DIO_TX,rank=512
9254889,1,DIO_RX,from=0x16
9304621,1,NBR_ADD,0x16
9946726,34,DAO_TX,seq=241
9947671,20,DAO_TX,seq=241
9949878,30,DAO_TX,seq=241
9950944,22,DAO_TX,seq=241
10034587,34,DIO_RX,from=0x14
10034669,1,DIO_RX,from=0x14
10091725,1,NBR_ADD,0x14
10096044,34,NBR_ADD,0x14
10140183,34,RANK,512
10203493,1,DAO_RX,from=0x16
10668186,1,DAO_RX,from=0x14
10829988,1,DIO_RX,from=0x1e
10879701,1,NBR_ADD,0x1e
10979578,20,DIO_RX,from=0x22
10979774,1,DIO_RX,from=0x22
11034256,1,NBR_ADD,0x22
11040988,20,NBR_ADD,0x22
11085105,20,RANK,512
11463554,1,DAO_RX,from=0x1e
11613072,1,DAO_RX,from=0x22
11853213,1,DIO_TX,rank=256
13691589,20,DIO_TX,rank=640
13693791,30,DIO_TX,rank=512
13694864,22,DIO_TX,rank=512
13699391,34,DIO_TX,rank=640
21131291,30,DIO_TX,rank=512
24606108,20,DIO_TX,rank=512
26123451,30,DIO_TX,rank=512
27314098,1,DIO_TX,rank=256
27359613,34,DIO_RX,from=0x1
27359622,20,DIO_RX,from=0x1
27359640,22,DIO_RX,from=0x1
27359665,30,DIO_RX,from=0x1
27439119,22,RANK,256
27439136,30,RANK,256
27441899,20,RANK,256
27442351,34,RANK,256
27450576,22,DIO_TX,rank=512
27503191,34,DIO_TX,rank=640
27525021,1,DIO_RX,from=0x16
27989999,20,DIO_RX,from=0x22
27990058,1,DIO_RX,from=0x22
28063712,20,RANK,640
30604708,34,DIO_TX,rank=512
30675109,20,DIO_RX,from=0x22
30675255,1,DIO_RX,from=0x22
30745599,20,RANK,512
30782591,34,DAO_TX,seq=242
30883776,30,DAO_TX,seq=242
30931974,20,DAO_TX,seq=242
30963620,1,DAO_RX,from=0x22
31077798,1,DAO_RX,from=0x14
31119694,1,DAO_RX,from=0x1e
31199403,20,DIO_TX,rank=512
31305136,1,DIO_RX,from=0x14
31305398,34,DIO_RX,from=0x14
31380809,34,RANK,512
33360314,22,DAO_TX,seq=242
33576742,1,DAO_RX,from=0x16
36882367,22,DIO_TX,rank=512
36975138,1,DIO_RX,from=0x16
38614532,20,DIO_TX,rank=512
38699991,38,DIO_RX,from=0x14
38700080,34,DIO_RX,from=0x14
38700129,1,DIO_RX,from=0x14
38753732,38,NBR_ADD,0x14
38782349,34,RANK,512
39560984,30,DIO_TX,rank=512
39644978,38,DIO_RX,from=0x1e
39645040,1,DIO_RX,from=0x1e
39709184,38,NBR_ADD,0x1e
39752880,38,RANK,512
39988067,34,DIO_TX,rank=512
40001618,1,DIO_TX,rank=256
41609474,38,DIO_TX,rank=896
41700136,30,DIO_RX,from=0x26
41700169,20,DIO_RX,from=0x26
41700240,1,DIO_RX,from=0x26
41757274,30,NBR_ADD,0x26
41758525,20,NBR_ADD,0x26
41761972,1,NBR_ADD,0x26
41802379,30,RANK,896
41803214,20,RANK,896
42139312,38,DAO_TX,seq=241
42333692,20,DAO_RX,from=0x26
42419083,1,DAO_RX,from=0x14
44381291,30,DIO_TX,rank=512
45606148,20,DIO_TX,rank=512
45878399,1,DIO_TX,rank=256
45944761,22,DIO_RX,from=0x1
45944770,34,DIO_RX,from=0x1
45944783,20,DIO_RX,from=0x1
45944796,30,DIO_RX,from=0x1
45944836,38,DIO_RX,from=0x1
46006249,38,NBR_ADD,0x1
46023889,34,RANK,256
46024207,30,RANK,256
46024254,22,RANK,256
46024386,20,RANK,256
46050660,38,RANK,256
48626662,22,DAO_TX,seq=243
48696839,1,DAO_RX,from=0x16
48754529,30,DAO_TX,seq=243
49038524,1,DAO_RX,from=0x1e
49276616,34,DIO_TX,rank=512
49410126,20,DIO_RX,from=0x22
49410296,1,DIO_RX,from=0x22
49489921,20,RANK,512
49960980,38,DIO_TX,rank=768
50205357,20,DIO_RX,from=0x26
50205394,30,DIO_RX,from=0x26
50205493,1,DIO_RX,from=0x26
50274754,30,RANK,768
50279829,20,RANK,768
50869473,20,DAO_TX,seq=244
50917389,1,DAO_RX,from=0x14
51837299,34,DAO_TX,seq=243
52068781,1,DAO_RX,from=0x22
53737744,1,DIO_RX,from=0x16
53968947,22,DIO_TX,rank=512
54135175,1,DIO_RX,from=0x16
54304864,34,DIO_RX,from=0x14
54380275,34,RANK,512
54619538,20,DIO_RX,from=0x22
54703520,20,RANK,512
55249490,38,DIO_RX,from=0x1e
55325816,38,RANK,512
56242229,38,DIO_TX,rank=768
56340240,30,DIO_RX,from=0x26
56340327,20,DIO_RX,from=0x26
56340450,1,DIO_RX,from=0x26
56423349,30,RANK,768
56423889,20,RANK,768
58857873,30,DIO_TX,rank=512
59025299,38,DIO_RX,from=0x1e
59025340,1,DIO_RX,from=0x1e
59101511,38,RANK,512
61248382,6,DIS_TX,
61279836,21,DIS_TX,
61297333,17,DIS_TX,
61297869,7,DIS_TX,
61353273,15,DIS_TX,
61372519,3,DIS_TX,
61444032,5,DIS_TX,
61491562,19,DIS_TX,
61500497,33,DIS_TX,
61504604,32,DIS_TX,
61549662,31,DIS_TX,
61632306,11,DIS_TX,
61633655,4,DIS_TX,
61638380,41,DIS_TX,
61638692,29,DIS_TX,
61651736,10,DIS_TX,
61659056,37,DIS_TX,
61682900,2,DIS_TX,
61724599,18,DIS_TX,
61737956,16,DIS_TX,
61754241,12,DIS_TX,
61777308,28,DIS_TX,
61805542,27,DIS_TX,
61848674,39,DIS_TX,
61870469,35,DIS_TX,
61886109,26,DIS_TX,
61969286,23,DIS_TX,
61980010,24,DIS_TX,
61989089,36,DIS_TX,
62003057,13,DIS_TX,
62026105,9,DIS_TX,
62051596,40,DIS_TX,
62135006,14,DIS_TX,
62146525,25,DIS_TX,
62154268,8,DIS_TX,
63595429,1,DIO_TX,rank=256
63750002,22,DIO_RX,from=0x1
63750032,20,DIO_RX,from=0x1
63750109,38,DIO_RX,from=0x1
63750192,30,DIO_RX,from=0x1
63750335,34,DIO_RX,from=0x1
63825430,34,RANK,256
63826225,30,RANK,256
63826245,22,RANK,256
63826945,38,RANK,256
63829804,20,RANK,256
64629160,20,DIO_TX,rank=512
64695332,38,DIO_RX,from=0x14
64695411,1,DIO_RX,from=0x14
64695656,34,DIO_RX,from=0x14
64771047,34,RANK,512
64777068,38,RANK,512
66576549,20,DAO_TX,seq=245
66610719,34,DAO_TX,seq=244
66667512,1,DAO_RX,from=0x14
66834577,38,DAO_TX,seq=242
66873752,1,DAO_RX,from=0x22
66972663,20,DAO_RX,from=0x26
67304191,1,DAO_RX,from=0x14
69083695,22,DAO_TX,seq=244
69172007,1,DAO_RX,from=0x16
69613672,30,DAO_TX,seq=244
69828524,1,DAO_RX,from=0x1e
71475054,30,DIO_TX,rank=512
71625378,38,DIO_RX,from=0x1e
71625430,1,DIO_RX,from=0x1e
71625547,15,DIO_RX,from=0x1e
71675239,15,NBR_ADD,0x1e
71701592,38,RANK,512
72320397,38,DIO_TX,rank=768
72405368,15,DIO_RX,from=0x26
72405394,30,DIO_RX,from=0x26
72405449,20,DIO_RX,from=0x26
72405518,1,DIO_RX,from=0x26
72469725,15,NBR_ADD,0x26
72485529,20,RANK,768
72487549,30,RANK,768
72513842,15,RANK,768
74021627,15,DAO_TX,seq=241
74635997,15,DIO_TX,rank=896
77130033,26,DIO_RX,from=0xf
77130081,30,DIO_RX,from=0xf
77130133,38,DIO_RX,from=0xf
77183538,26,NBR_ADD,0xf
77191623,30,NBR_ADD,0xf
77192000,38,NBR_ADD,0xf
77236048,30,RANK,896
77236942,38,RANK,896
77763610,30,DAO_RX,from=0xf
78018814,1,DAO_RX,from=0x1e
79076606,30,DIO_TX,rank=512
79185428,38,DIO_RX,from=0x1e
79185447,1,DIO_RX,from=0x1e
79185732,15,DIO_RX,from=0x1e
79260843,15,RANK,512
79261723,38,RANK,512
79601607,38,DIO_TX,rank=768
79650356,26,DIO_RX,from=0x26
79650412,15,DIO_RX,from=0x26
79650431,30,DIO_RX,from=0x26
79650482,20,DIO_RX,from=0x26
79650621,1,DIO_RX,from=0x26
79711575,26,NBR_ADD,0x26
79730139,30,RANK,768
79733108,15,RANK,768
79733576,20,RANK,768
79755571,26,RANK,768
79794026,26,DIO_TX,rank=1280
80124277,15,DIO_TX,rank=896
80595253,26,DIO_RX,from=0xf
80595339,30,DIO_RX,from=0xf
80595411,38,DIO_RX,from=0xf
80675292,26,RANK,896
80675299,30,RANK,896
80675869,38,RANK,896
80760462,38,DIO_RX,from=0x1a
80760608,15,DIO_RX,from=0x1a
80818114,15,NBR_ADD,0x1a
80825004,38,NBR_ADD,0x1a
80863080,15,RANK,1280
80870998,38,RANK,1280
80955496,26,DAO_TX,seq=241
82113488,20,DIO_TX,rank=512
82159568,22,DIO_TX,rank=512
82170386,34,DIO_RX,from=0x14
82170414,38,DIO_RX,from=0x14
82170452,1,DIO_RX,from=0x14
82252605,38,RANK,512
82253026,34,RANK,512
82335474,1,DIO_RX,from=0x16
82969013,15,DAO_RX,from=0x1a
83433658,30,DAO_RX,from=0xf
83688834,1,DAO_RX,from=0x1e
85136624,34,DIO_TX,rank=512
85170562,20,DIO_RX,from=0x22
85170641,1,DIO_RX,from=0x22
85250680,20,RANK,512
86776579,15,DIO_TX,rank=768
87921930,38,DIO_TX,rank=768
88005550,26,DIO_RX,from=0x26
88005653,15,DIO_RX,from=0x26
88005697,30,DIO_RX,from=0x26
88005751,1,DIO_RX,from=0x26
88012729,20,DIO_RX,from=0x26
88087337,26,RANK,768
88091636,30,RANK,768
88096818,15,RANK,768
88098164,20,RANK,768
91616910,26,DIO_TX,rank=1152
91785633,15,DIO_RX,from=0x1a
91785696,38,DIO_RX,from=0x1a
91857544,38,RANK,1152
91860387,15,RANK,1152
92104980,30,DIO_RX,from=0x26
92184964,30,RANK,768
93053179,30,DIO_TX,rank=512
93360540,15,DIO_RX,from=0x1e
93360569,1,DIO_RX,from=0x1e
93360573,38,DIO_RX,from=0x1e
93436809,38,RANK,512
93440257,15,RANK,512
93459934,15,DIO_TX,rank=768
93510358,26,DIO_RX,from=0xf
93510412,30,DIO_RX,from=0xf
93510491,38,DIO_RX,from=0xf
93584415,30,RANK,768
93587307,26,RANK,768
93588426,38,RANK,768
94462590,1,DIO_TX,rank=256
94620216,22,DIO_RX,from=0x1
94620292,20,DIO_RX,from=0x1
94620332,30,DIO_RX,from=0x1
94620383,38,DIO_RX,from=0x1
94620593,34,DIO_RX,from=0x1
94695692,34,RANK,256
94696463,22,RANK,256
94697264,38,RANK,256
94700031,20,RANK,256
94708398,30,RANK,256
96818613,20,DAO_TX,seq=247
96907726,1,DAO_RX,from=0x14
97052439,22,DAO_TX,seq=245
97207238,1,DAO_RX,from=0x16
97739286,26,DIO_TX,rank=1024
97770701,15,DIO_RX,from=0x1a
97770740,38,DIO_RX,from=0x1a
97842554,38,RANK,1024
97845422,15,RANK,1024
98812552,38,DIO_TX,rank=768
98865400,26,DIO_RX,from=0x26
98865431,30,DIO_RX,from=0x26
98865470,15,DIO_RX,from=0x26
98865527,20,DIO_RX,from=0x26
