sim_time_us,node_id,seq
12106956,20,0
12128415,22,0
12351669,30,0
12410327,38,0
12586113,34,0
26344484,20,1
27284614,22,1
27918066,38,1
28195345,30,1
28312578,34,1
41946033,20,2
42604904,22,2
43519628,38,2
43710980,30,2
44171963,34,2
57196043,20,3
57551253,22,3
58796953,34,3
59054720,30,3
59082138,38,3
71886163,22,4
73098869,20,4
73650376,34,4
73750053,30,4
75082170,38,4
86003342,22,5
87773535,34,5
87821067,20,5
89398480,30,5
89832128,38,5
100058039,22,6
102667913,34,6
102781971,20,6
103594692,30,6
104738378,38,6
114284586,22,7
117773465,30,7
118047596,20,7
118546976,34,7
119160267,38,7
129323695,22,8
132077502,15,0
132077684,24,0
132277048,30,8
132539803,20,8
132856737,9,0
133183721,38,8
133281357,34,8
145050211,22,9
146561778,15,1
147608836,24,1
147918061,38,9
148117215,30,9
148367266,34,9
148391269,9,1
148461658,20,9
160909741,22,10
161306362,15,2
162351038,24,2
162562342,34,10
162590789,38,10
163126038,30,10
163676966,9,2
163789923,20,10
175764918,15,3
176620669,22,11
177737376,9,3
177757986,30,11
177785403,38,11
177906468,34,11
178112818,24,3
179758669,20,11
190530553,15,4
192112906,22,12
192238548,38,12
192497288,9,4
193062530,24,4
193258015,30,12
193906510,34,12
193922765,20,12
194065500,17,0
205850846,15,5
206269116,22,13
207817581,9,5
208240930,38,13
208491653,24,5
208875168,30,13
209148655,34,13
209821173,20,13
209835121,17,1
219928971,15,6
221230498,22,14
221899676,9,6
222793433,12,0
222799878,18,0
223449451,38,14
224204331,24,6
224797043,30,14
224820526,34,14
225437828,17,2
225469606,20,14
233984673,15,7
235954702,9,7
236683169,22,15
237460624,26,0
238363673,12,1
238388863,18,1
238410394,38,15
239242400,34,15
239616672,24,7
239843923,30,15
239946183,20,15
240917794,17,3
249718597,15,8
251261314,22,16
251325434,9,8
252780906,26,1
253235228,12,2
253265863,34,16
253581075,18,2
253676060,38,16
253772933,24,8
253883016,30,16
255094631,20,16
255764809,17,4
265451519,22,17
265530533,15,9
266622845,9,9
267437146,26,2
268070540,34,17
268136956,38,17
268296335,24,9
268534180,18,3
269035547,12,3
269437668,30,17
269453981,20,17
270280428,17,5
280081601,22,18
280796298,15,10
281609006,26,3
282020873,9,10
282486191,37,0
282926018,38,18
283212124,34,18
283229502,18,4
283530851,24,10
283730880,12,4
284243048,20,18
284472561,30,18
286288241,17,6
294831606,22,19
296247418,9,11
296530906,26,4
296725986,15,11
297103328,37,1
297597889,38,19
297713868,18,5
298168360,12,5
298258030,34,19
299171490,24,11
300235246,20,19
300312668,30,19
301092963,17,7
309254046,22,20
310908416,10,0
311832298,38,20
312202781,26,5
312224001,9,12
312456385,15,12
313017420,37,2
313018575,18,6
313195560,34,20
313546500,24,12
313769324,12,6
314891516,20,20
315631996,17,8
315734568,30,20
323987851,22,21
325685651,10,1
326765256,26,6
326816654,38,21
327377939,18,7
327501766,37,3
327996495,12,7
328067721,9,13
328159238,15,13
328194913,24,13
329093978,34,21
329719611,20,21
330733559,17,9
331655198,30,21
339690976,22,22
340673981,10,2
342285389,38,22
342320531,15,14
342392410,37,4
342457432,12,8
342495117,18,8
342593386,26,7
342788663,24,14
343329306,9,14
344642260,20,22
344743395,34,22
345171199,17,10
346846293,30,22
355608723,22,23
355939591,10,3
356830973,18,9
357100985,15,15
357246480,12,9
357327771,26,8
357556448,37,5
357840081,38,23
357968350,24,15
358505216,9,15
359127959,20,23
359350906,17,11
360339926,34,23
361927078,30,23
369801323,22,24
370431825,10,4
371329203,15,16
371553648,18,10
372545485,9,16
372566947,12,10
372710593,26,9
372715110,38,24
373106616,37,6
373460572,24,16
374961828,20,24
375124343,17,12
376343997,34,24
377523630,30,24
384261294,22,25
385438575,39,0
386354977,10,5
386632231,15,17
387346815,18,11
387546651,26,10
387606783,9,17
388340076,38,25
388382419,24,17
388539356,12,11
388548636,37,7
389996025,17,13
390586794,20,25
392273651,34,25
392753663,30,25
398800357,22,26
400645219,2,0
401092925,39,1
401393715,18,12
401686933,15,18
401927106,9,18
402213044,10,6
402484146,26,11
402721792,24,18
403160698,12,12
403676013,38,26
404025234,37,8
404034204,17,14
405922731,20,26
407383031,34,26
407672043,30,26
414207708,22,27
414909110,6,0
415051419,2,1
415296217,39,2
415929106,15,19
415997404,9,19
416853654,10,7
417221820,18,13
417460733,26,12
417941937,12,13
418027499,24,19
418816638,38,27
419033026,37,9
419721868,17,15
421063844,20,27
423242417,34,27
423539246,30,27
428636336,22,28
429401266,6,1
430020876,9,20
430626085,2,2
430975766,39,3
431189638,10,8
431921328,15,20
432059135,12,14
432174965,18,14
432304494,26,13
433683894,38,28
434007447,24,20
434051923,37,10
434132147,17,16
436837884,20,28
437511830,34,28
437914255,30,28
444003476,22,29
444854578,6,2
445081729,27,0
445569506,39,4
445653659,9,21
446137366,2,3
446479628,18,15
446546293,15,21
446853659,10,9
447179464,26,14
447247235,12,15
448301014,38,29
448671199,17,17
448970666,37,11
449858976,24,21
450868049,20,29
452265838,34,29
453789230,30,29
459073789,22,30
459636422,27,1
459987370,6,3
460178862,39,5
460655674,15,22
460762127,8,0
461141206,9,22
461205356,10,10
461879553,2,4
461940580,18,16
462352316,26,15
462668201,38,30
462699760,12,16
463572219,37,12
463686819,17,18
465087150,24,22
466555543,20,30
468031478,34,30
469523605,30,30
473917539,22,31
474909860,27,2
475310652,10,11
475428003,9,23
475482768,6,4
475980865,31,0
476065565,18,17
476069731,15,23
476178862,39,6
476285514,8,1
476562296,26,16
476699851,2,5
477105717,38,31
477598182,12,17
478447218,37,13
479194637,17,19
480960553,24,23
481282131,20,31
483445551,34,31
483875173,30,31
488261314,22,32
489485558,9,24
489742814,27,3
490041349,10,12
490169025,31,1
490690329,6,5
490807787,18,18
490894908,8,2
491156046,26,17
491808861,38,32
491890099,15,24
491967954,39,7
492278011,2,6
492551332,12,18
494330051,37,14
495124324,17,20
495546490,24,24
496875862,20,32
498453293,30,32
499031478,34,32
503710938,22,33
504792192,31,2
504800494,27,4
504948116,6,6
504950528,9,25
504988639,8,3
505217870,25,0
505361612,10,13
505796646,26,18
506143690,18,19
506879563,2,7
506928882,39,8
507234378,23,0
507374419,15,25
507818239,38,33
508410688,12,19
509244104,37,15
510330213,24,25
510835403,17,21
511055550,20,33
513113359,30,33
513609595,34,33
518340200,22,34
519323932,27,5
519425015,31,3
519668356,8,4
519942722,9,26
520041869,25,1
520885622,6,7
521012351,2,8
521047269,26,19
521103794,10,14
521663718,18,20
522124954,23,1
522325537,15,26
522585112,39,9
522715076,38,34
523418521,12,20
523540970,37,16
524445549,24,26
525414919,20,34
526531066,17,22
527492355,30,34
529468980,34,34
532558164,22,35
533909380,31,4
534034870,27,6
534192732,9,27
534960008,25,2
535067375,8,5
535093547,26,20
536284315,18,21
536467623,10,15
536652992,2,9
536807492,6,8
537077440,39,10
537929641,23,2
538093169,15,27
538222889,38,35
538348188,12,21
539244104,37,17
540207131,20,35
540312105,24,27
542397792,17,23
543324004,30,35
544351802,34,35
548190650,31,5
548397219,22,36
548444656,27,7
548556123,9,28
549866278,25,3
550519900,8,6
550695109,26,21
551043757,2,10
551317981,35,0
551401257,6,9
551655585,39,11
551760079,10,16
552086012,18,22
552148411,23,3
552722924,38,36
553098198,12,22
553697239,37,18
553929141,15,28
554875912,20,36
555476189,24,28
556788387,17,24
558508042,34,36
559289237,30,36
562987852,22,37
563221880,31,6
563505864,9,29
564020037,27,8
564428778,25,4
564879275,8,7
565812271,26,22
565919532,35,1
565991445,6,10
566481257,2,11
566650675,10,17
567011957,38,37
567143589,39,12
567226536,23,4
567921060,18,23
568637245,12,23
568677986,37,19
569265049,15,29
570298936,20,37
571171475,24,29
572139950,17,25
573211150,34,37
574542167,30,37
577910534,31,7
578372404,9,30
578452194,25,5
578682045,22,38
579625122,27,9
580097694,6,11
580387087,8,8
580889862,35,2
581159299,26,23
582426014,38,38
582442776,2,12
582635044,10,18
583014940,39,13
583054650,23,5
583348811,12,24
583499419,15,30
583521358,37,20
583846821,18,24
584472645,20,38
585819919,24,30
586772757,17,26
588797094,34,38
590125174,30,38
592406918,9,31
592912525,25,6
593699062,27,10
593756994,31,8
593995401,22,39
594381714,6,12
594926161,8,9
595339679,19,0
596607052,35,3
596949449,26,24
597279188,38,39
597523391,23,6
597866612,15,31
598153122,2,13
598376901,37,21
598507128,39,14
598524363,12,25
598556925,10,19
598659315,18,25
599719606,20,39
600226163,24,31
602007167,17,27
603956983,34,39
604664257,30,39
607577216,25,7
607782599,9,32
608241525,22,40
608339708,27,11
609237696,31,9
609690899,6,13
610348184,8,10
610753721,19,1
611913859,26,25
612344498,15,32
612458635,35,4
612762271,12,26
612832289,38,40
612932778,18,26
613011618,23,7
613082839,2,14
613577459,39,15
613646792,37,22
614243079,20,40
614517882,10,20
614835585,24,32
617163381,17,28
618773635,30,40
619008188,34,40
622855039,22,41
623048089,9,33
623467840,25,8
623581895,27,12
624193575,6,14
624215378,31,10
625324727,8,11
626534951,19,2
627410964,2,15
627663850,26,26
627913497,15,33
627974219,35,5
628238813,12,27
628280595,39,16
628429661,23,8
628451508,37,23
628464002,18,27
628488519,38,41
628991794,24,33
629349784,10,21
629883674,20,41
633163381,17,29
633911743,30,41
634812729,34,41
637128483,22,42
637839697,27,13
638489676,9,34
639381883,25,9
639612655,31,11
639645049,8,12
639768569,6,15
641208039,19,3
641639697,2,16
641948658,15,34
642491974,26,27
642551020,38,42
642599220,35,6
642667153,18,28
643062625,12,28
643214166,23,9
643702733,24,34
644094612,20,42
644154185,37,24
644252248,10,22
644264950,39,17
647603274,17,30
648906425,30,42
650769638,34,42
651940982,22,43
653795707,6,16
653818899,31,12
653824105,27,14
653896258,8,13
653948232,9,35
654288283,25,10
654744684,13,0
655293708,14,0
655879694,2,17
656191211,19,4
656708614,35,7
657144769,38,43
657179122,15,35
657199751,12,29
657539166,23,10
658249026,37,25
658353819,10,23
658366257,26,28
658424901,18,29
659375862,20,43
659398045,24,35
659595014,39,18
662061855,17,31
664187684,30,43
665265984,34,43
667589450,22,44
668190470,6,17
669018915,31,13
669645049,8,14
669671549,27,15
669695544,13,1
669817752,9,36
669928928,25,11
670114079,2,18
670303823,19,5
671145250,14,1
671183862,38,44
671379459,12,30
672548999,35,8
672561955,15,36
672643717,18,30
672695426,23,11
673205052,37,26
673736642,10,24
673851369,26,29
674210585,24,36
674395250,20,44
674421210,39,19
678069631,17,32
678930596,30,44
680656469,34,44
682635910,6,18
683440977,22,45
683745957,27,16
684370878,19,6
684481809,9,37
684753280,31,14
684824717,8,15
684875211,13,2
684882043,25,12
685090622,2,19
686607032,35,9
686859235,14,2
686937613,23,12
687136967,38,45
687301971,12,31
687952544,15,37
688010884,18,31
688049112,10,25
688614615,20,45
688702896,26,30
689147782,39,20
689189427,37,27
689312117,24,37
693421194,17,33
693687711,30,45
696376594,34,45
697104506,6,19
698855046,22,46
698961457,8,16
699116398,25,13
699284971,19,7
699302098,9,38
699481260,27,17
699501499,31,15
699648639,13,3
700051579,2,20
700794672,35,10
701534758,23,13
701535823,12,32
701558832,38,46
702098346,14,3
703081230,18,32
703659387,10,26
703780675,15,38
704555549,20,46
704640412,26,31
704854677,24,38
704915970,37,28
705155575,39,21
707851737,30,46
709239147,17,34
711140528,6,20
711633031,34,46
713565800,31,16
713583357,9,39
713906481,13,4
713956885,27,18
714308164,22,47
714765364,19,8
714941924,8,17
715033706,25,14
715662166,21,0
715770309,2,21
715810316,35,11
715933842,38,47
716114113,16,0
716515729,23,14
716996627,12,33
717512438,14,4
718734873,18,33
718913487,15,39
719343357,24,39
719353820,10,27
719687701,26,32
720067227,20,47
720189418,37,29
720788408,39,22
722905477,30,47
724921211,17,35
726695561,34,47
726971710,6,21
727800326,9,40
728018914,31,17
728550398,22,48
728940959,13,5
729785020,27,19
730160664,8,18
730348874,35,12
730426592,16,1
730495898,19,9
730535955,2,22
730628116,25,15
730759987,21,1
731455465,38,48
731481022,12,34
732207268,23,15
732410886,14,5
733194418,18,34
733541319,10,28
734452569,15,40
734477455,20,48
734560423,37,30
734729738,24,40
735190555,39,23
735227003,26,33
738053611,30,48
739022096,17,36
740727583,34,48
741643569,6,22
741859537,9,41
742237645,31,18
742999550,22,49
744047656,13,6
745058529,19,10
745349359,35,13
745464707,27,20
745586489,2,23
745957832,16,2
746063317,8,19
746409606,21,2
746553908,25,16
747261967,38,49
747418513,12,35
747908487,10,29
748023561,23,16
748114436,14,6
748473635,18,35
748814427,37,31
749179294,24,41
749453987,20,49
749499335,39,24
749897862,15,41
749967740,26,34
753586106,30,49
754804906,34,49
754916324,17,37
756261082,31,19
756817716,9,42
757436297,6,23
758546948,22,50
759676579,2,24
759918456,27,21
